Entity,Code,Year,Avh_worked,Productivity,Continent,Productivity_level
United Kingdom,GBR,1987,1747.5668,27.755659,Europe,5
United Kingdom,GBR,1988,1754.7257,27.717958,Europe,5
United Kingdom,GBR,1989,1758.5569,27.325104,Europe,5
United Kingdom,GBR,1990,1745.9441,27.650463,Europe,5
United Kingdom,GBR,1991,1720.5466,27.933634,Europe,5
United Kingdom,GBR,1992,1714.3304,28.656321,Europe,5
United Kingdom,GBR,1993,1710.316,29.743893,Europe,5
United Kingdom,GBR,1994,1720.5905,30.123682,Europe,6
United Kingdom,GBR,1995,1722.6252,32.983772,Europe,6
United Kingdom,GBR,1996,1722.0925,34.653767,Europe,6
United Kingdom,GBR,1997,1721.1954,36.149155,Europe,6
United Kingdom,GBR,1998,1716.9994,36.728088,Europe,6
United Kingdom,GBR,1999,1708.6104,37.803783,Europe,6
United Kingdom,GBR,2000,1692.954,40.075096,Europe,7
United Kingdom,GBR,2001,1695.9764,40.496998,Europe,7
United Kingdom,GBR,2002,1678.5614,40.761047,Europe,7
United Kingdom,GBR,2003,1669.3804,41.479942,Europe,7
United Kingdom,GBR,2004,1666.7157,42.140167,Europe,7
United Kingdom,GBR,2005,1669.7372,44.554199,Europe,7
United Kingdom,GBR,2006,1663.9857,44.93306,Europe,7
United Kingdom,GBR,2007,1665.8214,44.38929,Europe,7
United Kingdom,GBR,2008,1660.4688,45.404144,Europe,7
United Kingdom,GBR,2009,1638.3318,43.292732,Europe,7
United Kingdom,GBR,2010,1643.2079,45.687309,Europe,7
United Kingdom,GBR,2011,1641.3157,46.154877,Europe,7
United Kingdom,GBR,2012,1655.1066,46.208519,Europe,7
United Kingdom,GBR,2013,1665.8917,47.605621,Europe,7
United Kingdom,GBR,2014,1672.2679,46.869606,Europe,7
United Kingdom,GBR,2015,1669.0747,47.818005,Europe,7
United Kingdom,GBR,2016,1668.3876,47.326241,Europe,7
United Kingdom,GBR,2017,1670.2728,48.47868,Europe,7
United States of America,USA,1950,1989.238,18.140602,North America,3
United States of America,USA,1951,2030.5599,18.428661,North America,3
United States of America,USA,1952,2026.7347,18.856224,North America,3
United States of America,USA,1953,2020.25,19.512449,North America,3
United States of America,USA,1954,1997.0837,20.034237,North America,4
United States of America,USA,1955,2004.5018,20.884556,North America,4
United States of America,USA,1956,1989.365,21.015562,North America,4
United States of America,USA,1957,1961.5238,21.663401,North America,4
United States of America,USA,1958,1927.5476,22.211279,North America,4
United States of America,USA,1959,1952.8529,23.010408,North America,4
United States of America,USA,1960,1934.2875,23.487125,North America,4
United States of America,USA,1961,1919.7972,24.25445,North America,4
United States of America,USA,1962,1939.2451,25.088959,North America,5
United States of America,USA,1963,1927.4596,26.005913,North America,5
United States of America,USA,1964,1933.1255,26.880728,North America,5
United States of America,USA,1965,1952.99,27.686653,North America,5
United States of America,USA,1966,1961.7112,28.474615,North America,5
United States of America,USA,1967,1938.9489,28.837688,North America,5
United States of America,USA,1968,1935.2845,29.659887,North America,5
United States of America,USA,1969,1935.9679,29.88081,North America,5
United States of America,USA,1970,1891.412,30.454054,North America,6
United States of America,USA,1971,1875.6472,31.734072,North America,6
United States of America,USA,1972,1873.3199,32.629818,North America,6
United States of America,USA,1973,1871.6733,33.607967,North America,6
United States of America,USA,1974,1843.8124,33.173157,North America,6
United States of America,USA,1975,1812.4165,33.968956,North America,6
United States of America,USA,1976,1808.4502,34.92168,North America,6
United States of America,USA,1977,1808.5083,35.379436,North America,6
United States of America,USA,1978,1814.8193,35.834381,North America,6
United States of America,USA,1979,1817.1194,36.03878,North America,6
United States of America,USA,1980,1801.3328,36.034557,North America,6
United States of America,USA,1981,1788.8071,36.81805,North America,6
United States of America,USA,1982,1771.0435,36.580647,North America,6
United States of America,USA,1983,1779.0808,37.573624,North America,6
United States of America,USA,1984,1794.722,38.53056,North America,6
United States of America,USA,1985,1800.7004,38.96814,North America,6
United States of America,USA,1986,1780.5117,39.760429,North America,6
United States of America,USA,1987,1787.9778,39.943665,North America,6
United States of America,USA,1988,1797.7433,40.454117,North America,7
United States of America,USA,1989,1809.9222,40.781513,North America,7
United States of America,USA,1990,1795.5515,41.33522,North America,7
United States of America,USA,1991,1787.2532,41.850613,North America,7
United States of America,USA,1992,1775.0881,43.590973,North America,7
United States of America,USA,1993,1790.0741,44.014053,North America,7
United States of America,USA,1994,1807.9658,44.520851,North America,7
United States of America,USA,1995,1817.5757,44.88369,North America,7
United States of America,USA,1996,1823.6223,45.857944,North America,7
United States of America,USA,1997,1828.6818,46.770359,North America,7
United States of America,USA,1998,1839.5144,47.856991,North America,7
United States of America,USA,1999,1841.6412,49.21479,North America,7
United States of America,USA,2000,1844.9187,50.509956,North America,
United States of America,USA,2001,1823.8229,51.485168,North America,
United States of America,USA,2002,1806.9037,52.848087,North America,
United States of America,USA,2003,1791.0933,54.607567,North America,
United States of America,USA,2004,1789.9679,56.122726,North America,
United States of America,USA,2005,1787.311,57.302429,North America,
United States of America,USA,2006,1787.5776,57.924629,North America,
United States of America,USA,2007,1786.0842,58.592964,North America,
United States of America,USA,2008,1767.0127,59.200611,North America,
United States of America,USA,2009,1729.9553,60.894161,North America,
United States of America,USA,2010,1736.095,62.596642,North America,
United States of America,USA,2011,1745.0492,62.71867,North America,
United States of America,USA,2012,1745.438,63.18409,North America,
United States of America,USA,2013,1750.0786,63.722698,North America,
United States of America,USA,2014,1754.4224,64.186951,North America,
United States of America,USA,2015,1765.1826,64.56395,North America,
United States of America,USA,2016,1760.796,64.715569,North America,
United States of America,USA,2017,1757.2255,65.512207,North America,
Uruguay,URY,1990,1788,10.998369,South America,2
Uruguay,URY,1991,1781.501,11.686223,South America,2
Uruguay,URY,1992,1775.0256,12.969623,South America,2
Uruguay,URY,1993,1768.5737,13.335964,South America,2
Uruguay,URY,1994,1762.1454,14.079898,South America,2
Uruguay,URY,1995,1755.7404,13.789325,South America,2
Uruguay,URY,1996,1749.3585,15.027503,South America,3
Uruguay,URY,1997,1743,15.246481,South America,3
Uruguay,URY,1998,1736.6646,16.475063,South America,3
Uruguay,URY,1999,1722,16.008389,South America,3
Uruguay,URY,2000,1704.0769,15.676315,South America,3
Uruguay,URY,2001,1672.7721,15.154122,South America,3
Uruguay,URY,2002,1635.8788,14.820719,South America,2
Uruguay,URY,2003,1612.8038,15.028112,South America,3
Uruguay,URY,2004,1638.4481,14.68551,South America,2
Uruguay,URY,2005,1628.0012,15.142659,South America,3
Uruguay,URY,2006,1622.7958,15.367106,South America,3
Uruguay,URY,2007,1608.918,16.298527,South America,3
Uruguay,URY,2008,1623.9033,17.669302,South America,3
Uruguay,URY,2009,1595.3755,18.677153,South America,3
Uruguay,URY,2010,1590.4384,21.182747,South America,4
Uruguay,URY,2011,1585.9154,22.009409,South America,4
Uruguay,URY,2012,1571.8634,24.295664,South America,4
Uruguay,URY,2013,1566.2067,24.682686,South America,4
Uruguay,URY,2014,1562.999,25.307562,South America,5
Uruguay,URY,2015,1552.347,25.210814,South America,5
Uruguay,URY,2016,1552.347,25.694904,South America,5
Uruguay,URY,2017,1552.347,26.033661,South America,5
Venezuela,VEN,1950,2179,7.5478311,South America,1
Venezuela,VEN,1951,2162.9802,8.1335726,South America,1
Venezuela,VEN,1952,2147.0784,9.077898,South America,1
Venezuela,VEN,1953,2131.2932,9.1032772,South America,1
Venezuela,VEN,1954,2115.6243,9.8269978,South America,1
Venezuela,VEN,1955,2100.0706,10.157681,South America,2
Venezuela,VEN,1956,2084.6311,10.68976,South America,2
Venezuela,VEN,1957,2069.3052,11.391913,South America,2
Venezuela,VEN,1958,2054.0918,11.717723,South America,2
Venezuela,VEN,1959,2038.9904,11.987491,South America,2
Venezuela,VEN,1960,2024,10.955231,South America,2
Venezuela,VEN,1961,2016.5787,11.052633,South America,2
Venezuela,VEN,1962,2009.1847,11.607657,South America,2
Venezuela,VEN,1963,2001.8177,12.16325,South America,2
Venezuela,VEN,1964,1994.4778,13.209854,South America,2
Venezuela,VEN,1965,1987.1648,13.363421,South America,2
Venezuela,VEN,1966,1979.8787,13.133319,South America,2
Venezuela,VEN,1967,1972.6191,13.294883,South America,2
Venezuela,VEN,1968,1965.3862,14.500454,South America,2
Venezuela,VEN,1969,1958.1799,15.013263,South America,3
Venezuela,VEN,1970,1951,16.62715,South America,3
Venezuela,VEN,1971,1955.6555,15.528718,South America,3
Venezuela,VEN,1972,1960.3223,15.510258,South America,3
Venezuela,VEN,1973,1965,16.520229,South America,3
Venezuela,VEN,1974,1969.5398,19.49087,South America,3
Venezuela,VEN,1975,1974.0902,18.303972,South America,3
Venezuela,VEN,1976,1978.651,19.689531,South America,3
Venezuela,VEN,1977,1983.2224,20.080412,South America,4
Venezuela,VEN,1978,1987.8043,18.761992,South America,3
Venezuela,VEN,1979,1992.3969,19.303806,South America,3
Venezuela,VEN,1980,1997,16.876102,South America,3
Venezuela,VEN,1981,1985.9822,16.378145,South America,3
Venezuela,VEN,1982,1975.0251,15.274876,South America,3
Venezuela,VEN,1983,1964.1285,15.388285,South America,3
Venezuela,VEN,1984,1953.2921,15.808309,South America,3
Venezuela,VEN,1985,1942.5154,14.507582,South America,2
Venezuela,VEN,1986,1931.7982,12.959608,South America,2
Venezuela,VEN,1987,1921.1401,12.649525,South America,2
Venezuela,VEN,1988,1910.5408,12.391232,South America,2
Venezuela,VEN,1989,1900,11.617335,South America,2
Venezuela,VEN,1990,1889,11.973074,South America,2
Venezuela,VEN,1991,1878.4707,12.397735,South America,2
Venezuela,VEN,1992,1868,12.448199,South America,2
Venezuela,VEN,1993,1888.8833,11.60274,South America,2
Venezuela,VEN,1994,1910,10.677702,South America,2
Venezuela,VEN,1995,1915.2285,10.690738,South America,2
Venezuela,VEN,1996,1920.4713,10.387681,South America,2
Venezuela,VEN,1997,1925.7284,9.9979649,South America,1
Venezuela,VEN,1998,1931,8.7254438,South America,1
Venezuela,VEN,1999,1886.8966,9.1173964,South America,1
Venezuela,VEN,2000,1898.5117,10.817652,South America,2
Venezuela,VEN,2001,1869.4724,10.039947,South America,2
Venezuela,VEN,2002,1829.0203,9.4608641,South America,1
Venezuela,VEN,2003,1801.2109,9.2923651,South America,1
Venezuela,VEN,2004,1896.6949,10.846614,South America,2
Venezuela,VEN,2005,1922.8501,13.34609,South America,2
Venezuela,VEN,2006,1903.8516,15.282747,South America,3
Vietnam,VNM,1970,2617.082,0.7653636,Asia,0
Vietnam,VNM,1971,2618.4055,0.7537016,Asia,0
Vietnam,VNM,1972,2619.8298,0.843436,Asia,0
Vietnam,VNM,1973,2620.6924,0.7923938,Asia,0
Vietnam,VNM,1974,2621.9473,0.8207877,Asia,0
Vietnam,VNM,1975,2622.2305,0.7251787,Asia,0
Vietnam,VNM,1976,2623.5054,0.7861463,Asia,0
Vietnam,VNM,1977,2625.7358,0.8755842,Asia,0
Vietnam,VNM,1978,2626.2886,0.8739468,Asia,0
Vietnam,VNM,1979,2627.8647,0.9282178,Asia,0
Vietnam,VNM,1980,2629.6807,0.9311109,Asia,0
Vietnam,VNM,1981,2631.8984,0.9150859,Asia,0
Vietnam,VNM,1982,2633.2598,0.8796166,Asia,0
Vietnam,VNM,1983,2634.9053,0.895425,Asia,0
Vietnam,VNM,1984,2637.0962,0.9210881,Asia,0
Vietnam,VNM,1985,2638.3945,0.9411678,Asia,0
Vietnam,VNM,1986,2637.0444,0.9166509,Asia,0
Vietnam,VNM,1987,2640.365,0.9184849,Asia,0
Vietnam,VNM,1988,2641.1133,0.9457802,Asia,0
Vietnam,VNM,1989,2641.7573,0.9185069,Asia,0
Vietnam,VNM,1990,2643.469,0.9175378,Asia,0
Vietnam,VNM,1991,2644.7563,1.0096093,Asia,0
Vietnam,VNM,1992,2646.5408,1.0640053,Asia,0
Vietnam,VNM,1993,2647.239,1.1709788,Asia,0
Vietnam,VNM,1994,2648.5125,1.2156523,Asia,0
Vietnam,VNM,1995,2648.729,1.2822703,Asia,0
Vietnam,VNM,1996,2648.8669,1.4304736,Asia,0
Vietnam,VNM,1997,2317.3438,1.7518899,Asia,0
Vietnam,VNM,1998,2362.4314,1.7321144,Asia,0
Vietnam,VNM,1999,2362.1404,1.6941166,Asia,0
Vietnam,VNM,2000,2393.6313,1.7944782,Asia,0
Vietnam,VNM,2001,2246.991,2.0123045,Asia,0
Vietnam,VNM,2002,2230.7598,2.1616361,Asia,0
Vietnam,VNM,2003,2254.8853,2.2803051,Asia,0
Vietnam,VNM,2004,2207.4919,2.4667177,Asia,0
Vietnam,VNM,2005,2191.7068,2.6798675,Asia,0
Vietnam,VNM,2006,2240.8411,2.8026569,Asia,0
Vietnam,VNM,2007,2241.1814,3.1079249,Asia,0
Vietnam,VNM,2008,2336.6824,3.1511092,Asia,0
Vietnam,VNM,2009,2405.3545,2.9808087,Asia,0
Vietnam,VNM,2010,2300.02,3.4850793,Asia,0
Vietnam,VNM,2011,2331.2832,3.629915,Asia,0
Vietnam,VNM,2012,2310.541,3.7662969,Asia,0
Vietnam,VNM,2013,2267.4883,3.9935246,Asia,0
Vietnam,VNM,2014,2150.6357,4.4392929,Asia,0
Vietnam,VNM,2015,2169.5916,4.4738555,Asia,0
Vietnam,VNM,2016,2169.5916,4.5026927,Asia,0
Vietnam,VNM,2017,2169.5916,4.8189182,Asia,0
